SIGLA;COD;POP-2008
RO;11;24577
RO;11;11962
RO;11;17169
RO;11;17009
RO;11;84581
RO;11;33879
RO;11;6777
RO;11;5707
RO;11;78263
RO;11;12790
RO;11;17147
RO;11;3737
RO;11;16784
RO;11;7633
RO;11;18216
RO;11;9761
RO;11;13973
RO;11;14122
RO;11;28617
RO;11;11793
RO;11;40541
RO;11;8110
RO;11;53955
RO;11;110707
RO;11;32214
RO;11;10653
RO;11;12446
RO;11;12710
RO;11;17653
RO;11;21650
RO;11;7978
RO;11;9966
RO;11;37142
RO;11;4696
RO;11;33803
RO;11;2427
RO;11;379186
RO;11;22896
RO;11;3819
RO;11;3260
RO;11;50249
RO;11;9566
RO;11;6477
RO;11;16091
RO;11;23283
RO;11;12088
RO;11;5070
RO;11;10254
RO;11;13785
RO;11;8981
RO;11;9008
RO;11;68405
AC;12;11987
AC;12;5559
AC;12;19829
AC;12;6745
AC;12;8897
AC;12;76392
AC;12;13960
AC;12;32210
AC;12;6333
AC;12;14387
AC;12;7405
AC;12;13728
AC;12;17921
AC;12;14309
AC;12;8562
AC;12;301398
AC;12;13020
AC;12;4165
AC;12;35544
AC;12;19506
AC;12;33368
AC;12;14848
AM;13;13445
AM;13;8694
AM;13;8483
AM;13;14386
AM;13;18170
AM;13;14292
AM;13;31107
AM;13;25318
AM;13;27664
AM;13;30476
AM;13;14374
AM;13;13677
AM;13;30858
AM;13;32160
AM;13;10958
AM;13;11844
AM;13;25950
AM;13;32190
AM;13;24030
AM;13;67055
AM;13;16418
AM;13;30473
AM;13;17148
AM;13;19783
AM;13;14684
AM;13;40027
AM;13;17850
AM;13;33834
AM;13;87896
AM;13;8300
AM;13;9515
AM;13;5025
AM;13;9032
AM;13;17337
AM;13;38451
AM;13;85279
AM;13;20095
AM;13;1709010
AM;13;45996
AM;13;18051
AM;13;48808
AM;13;18198
AM;13;30357
AM;13;15343
AM;13;18796
AM;13;105742
AM;13;18938
AM;13;25474
AM;13;26004
AM;13;17780
AM;13;30176
AM;13;40806
AM;13;32067
AM;13;9079
AM;13;8479
AM;13;47051
AM;13;19966
AM;13;64703
AM;13;19858
AM;13;10130
AM;13;16035
AM;13;17971
RR;14;14562
RR;14;7980
RR;14;260930
RR;14;10604
RR;14;11638
RR;14;18789
RR;14;7400
RR;14;6118
RR;14;13017
RR;14;7403
RR;14;9019
RR;14;25714
RR;14;5945
RR;14;5922
RR;14;7742
PA;15;138005
PA;15;6879
PA;15;48878
PA;15;32368
PA;15;30389
PA;15;55688
PA;15;31475
PA;15;96842
PA;15;26563
PA;15;495480
PA;15;19410
PA;15;38760
PA;15;22092
PA;15;19839
PA;15;19780
PA;15;27652
PA;15;3935
PA;15;89909
PA;15;1424124
PA;15;12861
PA;15;45616
PA;15;13559
PA;15;11817
PA;15;105908
PA;15;19531
PA;15;7673
PA;15;50400
PA;15;99223
PA;15;23429
PA;15;19996
PA;15;18481
PA;15;115377
PA;15;26135
PA;15;63799
PA;15;52557
PA;15;159110
PA;15;20228
PA;15;11367
PA;15;46916
PA;15;22148
PA;15;11348
PA;15;18102
PA;15;26864
PA;15;12644
PA;15;35790
PA;15;39161
PA;15;29308
PA;15;18710
PA;15;15516
PA;15;25436
PA;15;28583
PA;15;25306
PA;15;35005
PA;15;56639
PA;15;10134
PA;15;42636
PA;15;30573
PA;15;124865
PA;15;42332
PA;15;39892
PA;15;54513
PA;15;35155
PA;15;24483
PA;15;28762
PA;15;7883
PA;15;199946
PA;15;29269
PA;15;27727
PA;15;98746
PA;15;23487
PA;15;17989
PA;15;24328
PA;15;67195
PA;15;63543
PA;15;30117
PA;15;23599
PA;15;14808
PA;15;12568
PA;15;21843
PA;15;54506
PA;15;48287
PA;15;26487
PA;15;57765
PA;15;15719
PA;15;21171
PA;15;40768
PA;15;7329
PA;15;95479
PA;15;145326
PA;15;6583
PA;15;7908
PA;15;13106
PA;15;19030
PA;15;25743
PA;15;47967
PA;15;27689
PA;15;26866
PA;15;10883
PA;15;13232
PA;15;66762
PA;15;17457
PA;15;47074
PA;15;35033
PA;15;38681
PA;15;17858
PA;15;14439
PA;15;6190
PA;15;54464
PA;15;18523
PA;15;17156
PA;15;23001
PA;15;52856
PA;15;275571
PA;15;6267
PA;15;26222
PA;15;16757
PA;15;21889
PA;15;27897
PA;15;64223
PA;15;11986
PA;15;25291
PA;15;4949
PA;15;19691
PA;15;11963
PA;15;44532
PA;15;21499
PA;15;5444
PA;15;14566
PA;15;22244
PA;15;69581
PA;15;10372
PA;15;15885
PA;15;48522
PA;15;27374
PA;15;16860
PA;15;27491
PA;15;94015
PA;15;34485
PA;15;34875
PA;15;45680
PA;15;55144
PA;15;9809
PA;15;40067
AP;16;7745
AP;16;9060
AP;16;4528
AP;16;5301
AP;16;3583
AP;16;39285
AP;16;359020
AP;16;14418
AP;16;20226
AP;16;7800
AP;16;14598
AP;16;3533
AP;16;95733
AP;16;3921
AP;16;13160
AP;16;11253
TO;17;2310
TO;17;4120
TO;17;5860
TO;17;7692
TO;17;8200
TO;17;9615
TO;17;3264
TO;17;4140
TO;17;5618
TO;17;5579
TO;17;9244
TO;17;119128
TO;17;5154
TO;17;26722
TO;17;7034
TO;17;10928
TO;17;15248
TO;17;3486
TO;17;9175
TO;17;10672
TO;17;2791
TO;17;3684
TO;17;5304
TO;17;4648
TO;17;2793
TO;17;2183
TO;17;5452
TO;17;8404
TO;17;2235
TO;17;7858
TO;17;3672
TO;17;2383
TO;17;3411
TO;17;4813
TO;17;2457
TO;17;3791
TO;17;1274
TO;17;30190
TO;17;9005
TO;17;5023
TO;17;4529
TO;17;5035
TO;17;6698
TO;17;1299
TO;17;5288
TO;17;19158
TO;17;6549
TO;17;7261
TO;17;4617
TO;17;8375
TO;17;4101
TO;17;4950
TO;17;8007
TO;17;18743
TO;17;2160
TO;17;5376
TO;17;11982
TO;17;22314
TO;17;73548
TO;17;1754
TO;17;6565
TO;17;6246
TO;17;3521
TO;17;3080
TO;17;3906
TO;17;2200
TO;17;8481
TO;17;3278
TO;17;2219
TO;17;1640
TO;17;3737
TO;17;2874
TO;17;4616
TO;17;1788
TO;17;3281
TO;17;20194
TO;17;12200
TO;17;6586
TO;17;1911
TO;17;2935
TO;17;9355
TO;17;4652
TO;17;10835
TO;17;3888
TO;17;3870
TO;17;1848
TO;17;2492
TO;17;1114
TO;17;184010
TO;17;4837
TO;17;4672
TO;17;8366
TO;17;41500
TO;17;10794
TO;17;4909
TO;17;10605
TO;17;9002
TO;17;4940
TO;17;4521
TO;17;3103
TO;17;6598
TO;17;4660
TO;17;6763
TO;17;2917
TO;17;46598
TO;17;7267
TO;17;3785
TO;17;2230
TO;17;3777
TO;17;3798
TO;17;1499
TO;17;2150
TO;17;6345
TO;17;3788
TO;17;3543
TO;17;5773
TO;17;2755
TO;17;2330
TO;17;4545
TO;17;2366
TO;17;2356
TO;17;4583
TO;17;1451
TO;17;10536
TO;17;3102
TO;17;4373
TO;17;5024
TO;17;5250
TO;17;9568
TO;17;1718
TO;17;14528
TO;17;1974
TO;17;2632
TO;17;6866
TO;17;21932
TO;17;1448
TO;17;2072
TO;17;9574
TO;17;11160
MA;21;100017
MA;21;5834
MA;21;12213
MA;21;21969
MA;21;22328
MA;21;7607
MA;21;22676
MA;21;32955
MA;21;10606
MA;21;6361
MA;21;36850
MA;21;24695
MA;21;12990
MA;21;13641
MA;21;10221
MA;21;38800
MA;21;27967
MA;21;28585
MA;21;14743
MA;21;97946
MA;21;15115
MA;21;16500
MA;21;5597
MA;21;81497
MA;21;17069
MA;21;81027
MA;21;49398
MA;21;8850
MA;21;5892
MA;21;5545
MA;21;21356
MA;21;6160
MA;21;7643
MA;21;38813
MA;21;24661
MA;21;13222
MA;21;32018
MA;21;5896
MA;21;26029
MA;21;22941
MA;21;63466
MA;21;15027
MA;21;9116
MA;21;10279
MA;21;13203
MA;21;12615
MA;21;19409
MA;21;19396
MA;21;10683
MA;21;25159
MA;21;20905
MA;21;147416
MA;21;10127
MA;21;9062
MA;21;7318
MA;21;15577
MA;21;69734
MA;21;12778
MA;21;113768
MA;21;45343
MA;21;36725
MA;21;14535
MA;21;62442
MA;21;35009
MA;21;12118
MA;21;22092
MA;21;10704
MA;21;19055
MA;21;27328
MA;21;7872
MA;21;8404
MA;21;17432
MA;21;11919
MA;21;14903
MA;21;10823
MA;21;16914
MA;21;10224
MA;21;14557
MA;21;16341
MA;21;7091
MA;21;11666
MA;21;24671
MA;21;6439
MA;21;55833
MA;21;12741
MA;21;25037
MA;21;25198
MA;21;12073
MA;21;11003
MA;21;236311
MA;21;13636
MA;21;56241
MA;21;25866
MA;21;8557
MA;21;15270
MA;21;20482
MA;21;16054
MA;21;4101
MA;21;43947
MA;21;9890
MA;21;7993
MA;21;15014
MA;21;10536
MA;21;9287
MA;21;6829
MA;21;11706
MA;21;10646
MA;21;6884
MA;21;14653
MA;21;18098
MA;21;6979
MA;21;12299
MA;21;14252
MA;21;21037
MA;21;29134
MA;21;10944
MA;21;7838
MA;21;19999
MA;21;18288
MA;21;14201
MA;21;28386
MA;21;9055
MA;21;17620
MA;21;10326
MA;21;4987
MA;21;5041
MA;21;17646
MA;21;17868
MA;21;12456
MA;21;101452
MA;21;18646
MA;21;20048
MA;21;35972
MA;21;17625
MA;21;18055
MA;21;13195
MA;21;16534
MA;21;39049
MA;21;22417
MA;21;34505
MA;21;12556
MA;21;19601
MA;21;31879
MA;21;76391
MA;21;22410
MA;21;15477
MA;21;16184
MA;21;19271
MA;21;7110
MA;21;41173
MA;21;12094
MA;21;6252
MA;21;16095
MA;21;10096
MA;21;12366
MA;21;25042
MA;21;21626
MA;21;7391
MA;21;39103
MA;21;5971
MA;21;5703
MA;21;35070
MA;21;84582
MA;21;71314
MA;21;20194
MA;21;29215
MA;21;31940
MA;21;10890
MA;21;11509
MA;21;14637
MA;21;17704
MA;21;38645
MA;21;26273
MA;21;7168
MA;21;33491
MA;21;4511
MA;21;8702
MA;21;14632
MA;21;12613
MA;21;11611
MA;21;17108
MA;21;24267
MA;21;18617
MA;21;135821
MA;21;7490
MA;21;986826
MA;21;20163
MA;21;39210
MA;21;11439
MA;21;4136
MA;21;16447
MA;21;4590
MA;21;5145
MA;21;20288
MA;21;8651
MA;21;9343
MA;21;19328
MA;21;10911
MA;21;16009
MA;21;10529
MA;21;4818
MA;21;6850
MA;21;26884
MA;21;148804
MA;21;18867
MA;21;5677
MA;21;39041
MA;21;33456
MA;21;20758
MA;21;47733
MA;21;22459
MA;21;44648
MA;21;48907
MA;21;8961
MA;21;31851
MA;21;31107
MA;21;46290
PI;22;6437
PI;22;5121
PI;22;16345
PI;22;7662
PI;22;4610
PI;22;14004
PI;22;39430
PI;22;5120
PI;22;17813
PI;22;6798
PI;22;8434
PI;22;3231
PI;22;6025
PI;22;2731
PI;22;5145
PI;22;8243
PI;22;11840
PI;22;10531
PI;22;3882
PI;22;44574
PI;22;3452
PI;22;6852
PI;22;26465
PI;22;3441
PI;22;2869
PI;22;9833
PI;22;5455
PI;22;6379
PI;22;6262
PI;22;4155
PI;22;20100
PI;22;5429
PI;22;5334
PI;22;6508
PI;22;7920
PI;22;3986
PI;22;19700
PI;22;8046
PI;22;9710
PI;22;3285
PI;22;7183
PI;22;5784
PI;22;5759
PI;22;4579
PI;22;5808
PI;22;6920
PI;22;45827
PI;22;4098
PI;22;20556
PI;22;11142
PI;22;3977
PI;22;10643
PI;22;5526
PI;22;4715
PI;22;19082
PI;22;5169
PI;22;26956
PI;22;4652
PI;22;5495
PI;22;3907
PI;22;5865
PI;22;7882
PI;22;5064
PI;22;4481
PI;22;25223
PI;22;8026
PI;22;9791
PI;22;10658
PI;22;4669
PI;22;5040
PI;22;4189
PI;22;13173
PI;22;6915
PI;22;6721
PI;22;10628
PI;22;4435
PI;22;14577
PI;22;4858
PI;22;37231
PI;22;5339
PI;22;4596
PI;22;2624
PI;22;57700
PI;22;5443
PI;22;5160
PI;22;2319
PI;22;8533
PI;22;11373
PI;22;5406
PI;22;10648
PI;22;9860
PI;22;4468
PI;22;3779
PI;22;8663
PI;22;15403
PI;22;9624
PI;22;8014
PI;22;11403
PI;22;10861
PI;22;5774
PI;22;17310
PI;22;4291
PI;22;4653
PI;22;4496
PI;22;3291
PI;22;14175
PI;22;5500
PI;22;36177
PI;22;4906
PI;22;5401
PI;22;4515
PI;22;6708
PI;22;4673
PI;22;3790
PI;22;5188
PI;22;8090
PI;22;2637
PI;22;5746
PI;22;26900
PI;22;25021
PI;22;7902
PI;22;5511
PI;22;7361
PI;22;4318
PI;22;6613
PI;22;10766
PI;22;33104
PI;22;1228
PI;22;7220
PI;22;10616
PI;22;7369
PI;22;10632
PI;22;6560
PI;22;4362
PI;22;7877
PI;22;7144
PI;22;8501
PI;22;4165
PI;22;8276
PI;22;4407
PI;22;6367
PI;22;3481
PI;22;36082
PI;22;2713
PI;22;7551
PI;22;4517
PI;22;3721
PI;22;5128
PI;22;14117
PI;22;4662
PI;22;10611
PI;22;144892
PI;22;4245
PI;22;6349
PI;22;3821
PI;22;20416
PI;22;4415
PI;22;37727
PI;22;2394
PI;22;72477
PI;22;12058
PI;22;17615
PI;22;26361
PI;22;61975
PI;22;11824
PI;22;2540
PI;22;3249
PI;22;9642
PI;22;8500
PI;22;18138
PI;22;5025
PI;22;4221
PI;22;6767
PI;22;6615
PI;22;5956
PI;22;3448
PI;22;6171
PI;22;5432
PI;22;5296
PI;22;4980
PI;22;5895
PI;22;2019
PI;22;3731
PI;22;4434
PI;22;3222
PI;22;5159
PI;22;6456
PI;22;2525
PI;22;4466
PI;22;4489
PI;22;5151
PI;22;6863
PI;22;4914
PI;22;7287
PI;22;19073
PI;22;5190
PI;22;3837
PI;22;7004
PI;22;6078
PI;22;5041
PI;22;2670
PI;22;2143
PI;22;3166
PI;22;19752
PI;22;13459
PI;22;31744
PI;22;4297
PI;22;4198
PI;22;9779
PI;22;14128
PI;22;11802
PI;22;4731
PI;22;5696
PI;22;2981
PI;22;2681
PI;22;793915
PI;22;42859
PI;22;19566
PI;22;20280
PI;22;5326
PI;22;4556
PI;22;3187
PI;22;3117
PI;22;4580
CE;23;10835
CE;23;15388
CE;23;54257
CE;23;50485
CE;23;16253
CE;23;10706
CE;23;6733
CE;23;20339
CE;23;39497
CE;23;7013
CE;23;14251
CE;23;70439
CE;23;68886
CE;23;25251
CE;23;11085
CE;23;22133
CE;23;12477
CE;23;7497
CE;23;22412
CE;23;25142
CE;23;5971
CE;23;18196
CE;23;52496
CE;23;19257
CE;23;21429
CE;23;15418
CE;23;32968
CE;23;48201
CE;23;30687
CE;23;55728
CE;23;41040
CE;23;60784
CE;23;26359
CE;23;76873
CE;23;16963
CE;23;18911
CE;23;19099
CE;23;27249
CE;23;19270
CE;23;16626
CE;23;67002
CE;23;17794
CE;23;11029
CE;23;326811
CE;23;25469
CE;23;12609
CE;23;13316
CE;23;18770
CE;23;22024
CE;23;74904
CE;23;115724
CE;23;18057
CE;23;23208
CE;23;9508
CE;23;7242
CE;23;40426
CE;23;19687
CE;23;21233
CE;23;2473614
CE;23;14825
CE;23;13389
CE;23;6602
CE;23;15856
CE;23;53486
CE;23;5031
CE;23;9865
CE;23;23502
CE;23;38123
CE;23;4227
CE;23;19103
CE;23;52488
CE;23;13156
CE;23;23961
CE;23;11589
CE;23;19089
CE;23;65377
CE;23;96201
CE;23;26240
CE;23;11729
CE;23;11966
CE;23;40841
CE;23;39220
CE;23;14943
CE;23;22978
CE;23;7833
CE;23;32382
CE;23;46989
CE;23;112662
CE;23;18390
CE;23;35988
CE;23;18579
CE;23;18389
CE;23;10251
CE;23;36385
CE;23;32134
CE;23;26584
CE;23;7501
CE;23;16447
CE;23;246515
CE;23;23654
CE;23;30612
CE;23;55539
CE;23;17636
CE;23;199808
CE;23;108525
CE;23;24250
CE;23;10892
CE;23;34874
CE;23;43871
CE;23;12656
CE;23;27861
CE;23;14691
CE;23;12625
CE;23;34926
CE;23;46252
CE;23;17114
CE;23;63296
CE;23;8406
CE;23;22269
CE;23;14481
CE;23;11642
CE;23;13522
CE;23;31770
CE;23;28485
CE;23;24371
CE;23;21824
CE;23;58281
CE;23;70018
CE;23;11473
CE;23;6184
CE;23;9173
CE;23;10755
CE;23;32116
CE;23;29503
CE;23;31983
CE;23;12032
CE;23;42055
CE;23;8067
CE;23;34955
CE;23;15784
CE;23;18022
CE;23;15449
CE;23;9812
CE;23;12308
CE;23;15127
CE;23;10058
CE;23;6792
CE;23;20979
CE;23;79505
CE;23;16222
CE;23;72951
CE;23;19517
CE;23;26624
CE;23;19626
CE;23;67023
CE;23;16806
CE;23;16586
CE;23;44864
CE;23;30041
CE;23;18242
CE;23;44929
CE;23;42311
CE;23;8521
CE;23;12519
CE;23;25069
CE;23;6575
CE;23;180046
CE;23;17943
CE;23;29369
CE;23;26650
CE;23;8937
CE;23;56202
CE;23;16056
CE;23;67663
CE;23;50788
CE;23;14057
CE;23;30885
CE;23;7855
CE;23;18901
CE;23;20253
CE;23;13613
CE;23;17704
CE;23;39379
CE;23;55670
RN;24;11222
RN;24;52824
RN;24;10628
RN;24;2929
RN;24;14127
RN;24;5087
RN;24;11817
RN;24;11544
RN;24;7205
RN;24;35648
RN;24;25147
RN;24;12611
RN;24;9194
RN;24;8726
RN;24;23860
RN;24;4040
RN;24;5158
RN;24;2611
RN;24;8721
RN;24;11476
RN;24;6582
RN;24;3158
RN;24;62497
RN;24;10793
RN;24;30237
RN;24;20333
RN;24;7041
RN;24;9578
RN;24;67416
RN;24;11207
RN;24;5404
RN;24;4970
RN;24;8046
RN;24;43315
RN;24;6615
RN;24;5316
RN;24;6050
RN;24;10414
RN;24;22473
RN;24;5848
RN;24;2964
RN;24;8540
RN;24;3011
RN;24;4482
RN;24;2219
RN;24;20997
RN;24;12747
RN;24;9741
RN;24;12157
RN;24;12018
RN;24;13868
RN;24;2097
RN;24;6599
RN;24;5936
RN;24;8017
RN;24;6641
RN;24;5569
RN;24;8548
RN;24;5757
RN;24;2607
RN;24;14139
RN;24;12362
RN;24;31332
RN;24;2805
RN;24;6157
RN;24;18014
RN;24;3626
RN;24;6119
RN;24;7205
RN;24;2778
RN;24;13574
RN;24;7395
RN;24;10737
RN;24;4333
RN;24;3522
RN;24;10060
RN;24;65361
RN;24;27951
RN;24;3571
RN;24;8342
RN;24;8331
RN;24;9251
RN;24;3907
RN;24;12762
RN;24;2460
RN;24;21225
RN;24;241645
RN;24;798065
RN;24;23655
RN;24;36336
RN;24;4570
RN;24;5124
RN;24;4004
RN;24;3988
RN;24;4920
RN;24;20566
RN;24;178819
RN;24;10718
RN;24;2704
RN;24;11634
RN;24;27547
RN;24;4030
RN;24;2732
RN;24;7607
RN;24;14073
RN;24;12893
RN;24;3488
RN;24;12645
RN;24;7056
RN;24;4947
RN;24;8552
RN;24;8287
RN;24;4750
RN;24;3226
RN;24;3121
RN;24;4419
RN;24;7045
RN;24;10048
RN;24;4704
RN;24;3729
RN;24;34769
RN;24;4813
RN;24;14690
RN;24;2816
RN;24;21905
RN;24;3635
RN;24;3820
RN;24;3483
RN;24;3780
RN;24;79776
RN;24;5934
RN;24;38109
RN;24;12080
RN;24;4042
RN;24;23288
RN;24;9093
RN;24;14918
RN;24;6612
RN;24;8350
RN;24;11445
RN;24;5992
RN;24;6097
RN;24;3806
RN;24;5968
RN;24;9505
RN;24;7445
RN;24;6925
RN;24;4488
RN;24;5728
RN;24;5380
RN;24;2349
RN;24;12115
RN;24;13482
RN;24;9591
RN;24;5284
RN;24;3871
RN;24;11347
RN;24;2364
RN;24;30325
RN;24;3359
RN;24;10939
RN;24;13126
RN;24;5435
RN;24;3597
RN;24;10652
RN;24;1826
RN;24;2727
PB;25;9477
PB;25;5789
PB;25;28246
PB;25;19700
PB;25;13389
PB;25;5211
PB;25;2407
PB;25;18674
PB;25;2062
PB;25;7523
PB;25;17877
PB;25;12698
PB;25;19708
PB;25;25714
PB;25;2156
PB;25;6409
PB;25;19722
PB;25;3426
PB;25;7834
PB;25;22287
PB;25;3967
PB;25;13208
PB;25;8861
PB;25;5586
PB;25;95470
PB;25;17654
PB;25;7239
PB;25;3247
PB;25;5973
PB;25;5826
PB;25;2296
PB;25;5299
PB;25;10533
PB;25;16327
PB;25;5148
PB;25;12770
PB;25;5908
PB;25;19929
PB;25;5039
PB;25;51064
PB;25;8620
PB;25;3583
PB;25;17590
PB;25;6975
PB;25;7522
PB;25;57627
PB;25;3141
PB;25;5513
PB;25;5922
PB;25;381422
PB;25;9818
PB;25;5344
PB;25;3929
PB;25;2345
PB;25;6951
PB;25;4986
PB;25;28320
PB;25;4591
PB;25;17997
PB;25;6890
PB;25;20452
PB;25;4903
PB;25;15668
PB;25;1752
PB;25;15702
PB;25;6537
PB;25;20768
PB;25;6685
PB;25;7250
PB;25;5622
PB;25;2858
PB;25;4938
PB;25;8152
PB;25;6772
PB;25;11142
PB;25;3855
PB;25;3347
PB;25;30629
PB;25;12166
PB;25;3018
PB;25;8473
PB;25;55704
PB;25;13584
PB;25;3067
PB;25;6316
PB;25;6513
PB;25;11770
PB;25;18677
PB;25;25460
PB;25;23047
PB;25;16405
PB;25;10115
PB;25;14102
PB;25;8043
PB;25;693082
PB;25;7829
PB;25;16339
PB;25;6665
PB;25;10524
PB;25;10510
PB;25;4943
PB;25;7463
PB;25;25636
PB;25;2917
PB;25;7305
PB;25;3920
PB;25;11241
PB;25;4133
PB;25;5794
PB;25;41406
PB;25;11292
PB;25;7482
PB;25;21110
PB;25;6384
PB;25;12840
PB;25;7170
PB;25;4296
PB;25;2673
PB;25;5941
PB;25;12664
PB;25;4681
PB;25;4466
PB;25;30807
PB;25;9577
PB;25;10510
PB;25;7242
PB;25;10310
PB;25;6461
PB;25;4042
PB;25;7666
PB;25;3585
PB;25;3057
PB;25;1283
PB;25;2183
PB;25;99977
PB;25;11945
PB;25;3849
PB;25;7001
PB;25;27021
PB;25;5739
PB;25;16321
PB;25;19238
PB;25;11610
PB;25;7142
PB;25;5471
PB;25;10522
PB;25;16574
